,chipid,month
8,0060c0a5,4
9,0060c0a5,4
32,00e6b793,4
33,00e6b793,4
56,00fd0698,4
57,00fd0698,4
80,010966cb,4
81,010966cb,4
104,017f206b,4
105,017f206b,4
128,01b0ad1c,4
129,01b0ad1c,4
152,01f7f810,4
153,01f7f810,4
176,023f5e10,4
177,023f5e10,4
200,02613007,4
201,02613007,4
224,02763d7a,4
225,02763d7a,4
248,027a4ff4,4
249,027a4ff4,4
272,0287b450,4
273,0287b450,4
296,02a7f72f,4
297,02a7f72f,4
320,02c460be,4
321,02c460be,4
344,031fd0f5,4
345,031fd0f5,4
368,03419529,4
369,03419529,4
392,036d94c9,4
393,036d94c9,4
416,03bf29fa,4
417,03bf29fa,4
440,03e506af,4
441,03e506af,4
464,03f9e229,4
465,03f9e229,4
488,043d8d0c,4
489,043d8d0c,4
512,04a6a767,4
513,04a6a767,4
536,04b380c7,4
537,04b380c7,4
560,04d55e6a,4
561,04d55e6a,4
584,04dbc732,4
585,04dbc732,4
608,04debe47,4
609,04debe47,4
632,056224a2,4
633,056224a2,4
656,05e52522,4
657,05e52522,4
680,06212e56,4
681,06212e56,4
704,0636b264,4
705,0636b264,4
728,0651d43e,4
729,0651d43e,4
752,0658093b,4
753,0658093b,4
776,06e891e5,4
777,06e891e5,4
800,07a084ca,4
801,07a084ca,4
824,07e3ec27,4
825,07e3ec27,4
848,08084efe,4
849,08084efe,4
872,0823f904,4
873,0823f904,4
896,083f0dfb,4
897,083f0dfb,4
920,08c83160,4
921,08c83160,4
944,08ecfd3c,4
945,08ecfd3c,4
968,092ce360,4
969,092ce360,4
992,0950a3da,4
993,0950a3da,4
1016,0964800b,4
1017,0964800b,4
1040,0980ecf3,4
1041,0980ecf3,4
1064,09914ef8,4
1065,09914ef8,4
1088,0a04e5c1,4
1089,0a04e5c1,4
1112,0a073fe4,4
1113,0a073fe4,4
1136,0aa21699,4
1137,0aa21699,4
1160,0ad475a1,4
1161,0ad475a1,4
1184,0b255824,4
