,chipid,month
2,0060c0a5,1
3,0060c0a5,1
26,00e6b793,1
27,00e6b793,1
50,00fd0698,1
51,00fd0698,1
74,010966cb,1
75,010966cb,1
98,017f206b,1
99,017f206b,1
122,01b0ad1c,1
123,01b0ad1c,1
146,01f7f810,1
147,01f7f810,1
170,023f5e10,1
171,023f5e10,1
194,02613007,1
195,02613007,1
218,02763d7a,1
219,02763d7a,1
242,027a4ff4,1
243,027a4ff4,1
266,0287b450,1
267,0287b450,1
290,02a7f72f,1
291,02a7f72f,1
314,02c460be,1
315,02c460be,1
338,031fd0f5,1
339,031fd0f5,1
362,03419529,1
363,03419529,1
386,036d94c9,1
387,036d94c9,1
410,03bf29fa,1
411,03bf29fa,1
434,03e506af,1
435,03e506af,1
458,03f9e229,1
459,03f9e229,1
482,043d8d0c,1
483,043d8d0c,1
506,04a6a767,1
507,04a6a767,1
530,04b380c7,1
531,04b380c7,1
554,04d55e6a,1
555,04d55e6a,1
578,04dbc732,1
579,04dbc732,1
602,04debe47,1
603,04debe47,1
626,056224a2,1
627,056224a2,1
650,05e52522,1
651,05e52522,1
674,06212e56,1
675,06212e56,1
698,0636b264,1
699,0636b264,1
722,0651d43e,1
723,0651d43e,1
746,0658093b,1
747,0658093b,1
770,06e891e5,1
771,06e891e5,1
794,07a084ca,1
795,07a084ca,1
818,07e3ec27,1
819,07e3ec27,1
842,08084efe,1
843,08084efe,1
866,0823f904,1
867,0823f904,1
890,083f0dfb,1
891,083f0dfb,1
914,08c83160,1
915,08c83160,1
938,08ecfd3c,1
939,08ecfd3c,1
962,092ce360,1
963,092ce360,1
986,0950a3da,1
987,0950a3da,1
1010,0964800b,1
1011,0964800b,1
1034,0980ecf3,1
1035,0980ecf3,1
1058,09914ef8,1
1059,09914ef8,1
1082,0a04e5c1,1
1083,0a04e5c1,1
1106,0a073fe4,1
1107,0a073fe4,1
1130,0aa21699,1
1131,0aa21699,1
1154,0ad475a1,1
1155,0ad475a1,1
1178,0b255824,1
1179,0b255824,1
1202,0b8d5875,1
1203,0b8d5875,1
1226,0baa5577,1
1227,0baa5577,1
1250,0bf069c3,1
1251,0bf069c3,1
1274,0c19b4a5,1
1275,0c19b4a5,1
1298,0c4a3582,1
1299,0c4a3582,1
1322,0ca16dfd,1
1323,0ca16dfd,1
1346,0ca69c96,1
1347,0ca69c96,1
1370,0d0be2c8,1
1371,0d0be2c8,1
1394,0d226508,1
1395,0d226508,1
1418,0d29f58c,1
1419,0d29f58c,1
1442,0d2b5776,1
1443,0d2b5776,1
1466,0d710330,1
1467,0d710330,1
1490,0d820bc7,1
1491,0d820bc7,1
1514,0d90aa12,1
1515,0d90aa12,1
1538,0ddd95d2,1
1539,0ddd95d2,1
1562,0e081ce3,1
1563,0e081ce3,1
1586,0e6cd7a8,1
1587,0e6cd7a8,1
1610,0efa5c94,1
1611,0efa5c94,1
1634,0f5d3266,1
1635,0f5d3266,1
1658,0f705e95,1
1659,0f705e95,1
1682,0fcf82e4,1
1683,0fcf82e4,1
1706,0fd2954e,1
1707,0fd2954e,1
1730,10148836,1
1731,10148836,1
1754,10429d71,1
1755,10429d71,1
1778,10519639,1
1779,10519639,1
1802,109117ef,1
1803,109117ef,1
1826,109560c3,1
1827,109560c3,1
1850,10bca2b9,1
1851,10bca2b9,1
1874,115ff5d8,1
1875,115ff5d8,1
1898,11684502,1
1899,11684502,1
1922,116e9d64,1
1923,116e9d64,1
1946,11c945aa,1
1947,11c945aa,1
1970,121f6463,1
1971,121f6463,1
1994,122ef21e,1
1995,122ef21e,1
2018,123067b1,1
2019,123067b1,1
2042,1291713b,1
2043,1291713b,1
2066,13263137,1
2067,13263137,1
2090,13a24a0e,1
2091,13a24a0e,1
2114,1417b0a6,1
2115,1417b0a6,1
2138,146c7d5c,1
2139,146c7d5c,1
2162,147c9028,1
2163,147c9028,1
2186,14888ef2,1
2187,14888ef2,1
2210,149f144d,1
2211,149f144d,1
2234,14ba8aab,1
2235,14ba8aab,1
2258,14cf1ec4,1
2259,14cf1ec4,1
2282,14d3b92b,1
2283,14d3b92b,1
2306,14db0101,1
2307,14db0101,1
2330,150299cf,1
2331,150299cf,1
2354,151cf430,1
2355,151cf430,1
2378,1567ab76,1
2379,1567ab76,1
2402,15f686c8,1
2403,15f686c8,1
2426,162bdc23,1
2427,162bdc23,1
2450,168d2687,1
2451,168d2687,1
2474,1693843f,1
2475,1693843f,1
2498,1693bbe7,1
2499,1693bbe7,1
2522,16b80308,1
2523,16b80308,1
2546,17912870,1
2547,17912870,1
2570,180eef35,1
2571,180eef35,1
2594,1820f58c,1
2595,1820f58c,1
2618,18595b6b,1
2619,18595b6b,1
2642,188772ab,1
2643,188772ab,1
2666,190974c2,1
2667,190974c2,1
2690,19ae04fe,1
2691,19ae04fe,1
2714,19bdd036,1
2715,19bdd036,1
2738,19ccf803,1
2739,19ccf803,1
2762,19e5e877,1
2763,19e5e877,1
2786,19ea29be,1
2787,19ea29be,1
2810,1a00c008,1
2811,1a00c008,1
2834,1a8b952f,1
2835,1a8b952f,1
2858,1b9a4249,1
2859,1b9a4249,1
2882,1bed1748,1
2883,1bed1748,1
2906,1c9623a5,1
2907,1c9623a5,1
2930,1cd6323f,1
2931,1cd6323f,1
2954,1d0dea6d,1
2955,1d0dea6d,1
2978,1d14bdf1,1
2979,1d14bdf1,1
3002,1d4a14a9,1
3003,1d4a14a9,1
3026,1d67d611,1
3027,1d67d611,1
3050,1d98f768,1
3051,1d98f768,1
3074,1d9b9f68,1
3075,1d9b9f68,1
3098,1dc400fb,1
3099,1dc400fb,1
3122,1df6d645,1
3123,1df6d645,1
3146,1e9c4780,1
3147,1e9c4780,1
3170,1f01c926,1
3171,1f01c926,1
3194,1f133781,1
3195,1f133781,1
3218,1f5dedeb,1
3219,1f5dedeb,1
3242,1f9eb218,1
3243,1f9eb218,1
3266,202f0b2d,1
3267,202f0b2d,1
3290,20521c9e,1
3291,20521c9e,1
3314,20df6245,1
3315,20df6245,1
3338,210fba90,1
3339,210fba90,1
3362,214f24fa,1
3363,214f24fa,1
3386,218e148e,1
3387,218e148e,1
3410,21cfd61f,1
3411,21cfd61f,1
3434,2257154d,1
3435,2257154d,1
3458,225d3efe,1
3459,225d3efe,1
3482,225f0445,1
3483,225f0445,1
3506,22624011,1
3507,22624011,1
3530,231022fc,1
3531,231022fc,1
3554,23159416,1
3555,23159416,1
3578,2345e099,1
3579,2345e099,1
3602,23522c63,1
3603,23522c63,1
3626,239e325b,1
3627,239e325b,1
3650,23e1f93f,1
3651,23e1f93f,1
3674,24177c3f,1
3675,24177c3f,1
3698,24478cc7,1
3699,24478cc7,1
3722,24a4769c,1
3723,24a4769c,1
3746,24eb6b8c,1
3747,24eb6b8c,1
3770,24f6e665,1
3771,24f6e665,1
3794,25420997,1
3795,25420997,1
3818,254ec31f,1
3819,254ec31f,1
3842,2578965b,1
3843,2578965b,1
3866,2586d767,1
3867,2586d767,1
3890,2586fc66,1
3891,2586fc66,1
3914,25e8a6f7,1
3915,25e8a6f7,1
3938,25fd4e5d,1
3939,25fd4e5d,1
3962,2637f129,1
3963,2637f129,1
3986,26622ebc,1
3987,26622ebc,1
4010,26ddd09d,1
4011,26ddd09d,1
4034,26ea6cd0,1
4035,26ea6cd0,1
4058,26ede19f,1
4059,26ede19f,1
4082,27194589,1
4083,27194589,1
4106,271a5d14,1
4107,271a5d14,1
4130,27c33457,1
4131,27c33457,1
4154,2844f6c1,1
4155,2844f6c1,1
4178,284543b9,1
4179,284543b9,1
4202,28465227,1
4203,28465227,1
4226,2854a358,1
4227,2854a358,1
4250,285e7d45,1
4251,285e7d45,1
4274,288afc34,1
4275,288afc34,1
4298,28903853,1
4299,28903853,1
4322,28bb5e3d,1
4323,28bb5e3d,1
4346,28c31c55,1
4347,28c31c55,1
4370,28e70767,1
4371,28e70767,1
4394,2900760f,1
4395,2900760f,1
4418,2920bdda,1
4419,2920bdda,1
4442,2961708f,1
4443,2961708f,1
4466,299262ac,1
4467,299262ac,1
4490,29a13c5e,1
4491,29a13c5e,1
4514,29cb8836,1
4515,29cb8836,1
4538,29f826ca,1
4539,29f826ca,1
4562,2a00a2fd,1
4563,2a00a2fd,1
4586,2a0ab392,1
4587,2a0ab392,1
4610,2a40bec3,1
4611,2a40bec3,1
4634,2a4cf978,1
4635,2a4cf978,1
4658,2a771ac4,1
4659,2a771ac4,1
4682,2aafc560,1
4683,2aafc560,1
4706,2ad67853,1
4707,2ad67853,1
4730,2af799d0,1
4731,2af799d0,1
4754,2b771eb1,1
4755,2b771eb1,1
4778,2b7c572c,1
4779,2b7c572c,1
4802,2bb9250c,1
4803,2bb9250c,1
4826,2bc802f6,1
4827,2bc802f6,1
4850,2beb2a9d,1
4851,2beb2a9d,1
4874,2c0df8ed,1
4875,2c0df8ed,1
4898,2c1d11dd,1
4899,2c1d11dd,1
4922,2c1e31f8,1
4923,2c1e31f8,1
4946,2c4cd182,1
4947,2c4cd182,1
4970,2d5826ca,1
4971,2d5826ca,1
4994,2d715f00,1
4995,2d715f00,1
5018,2e05b510,1
5019,2e05b510,1
5042,2e6515e2,1
5043,2e6515e2,1
5066,2ea02c81,1
5067,2ea02c81,1
5090,2ec1844e,1
5091,2ec1844e,1
5114,2ee180d8,1
5115,2ee180d8,1
5138,2f5131c6,1
5139,2f5131c6,1
5162,2fefdb4d,1
5163,2fefdb4d,1
5186,30380028,1
5187,30380028,1
5210,303f3f21,1
5211,303f3f21,1
5234,304a6fcc,1
5235,304a6fcc,1
5258,3054594a,1
5259,3054594a,1
5282,30617afb,1
5283,30617afb,1
5306,307fd254,1
5307,307fd254,1
5330,30858285,1
5331,30858285,1
5354,30995212,1
5355,30995212,1
5378,30fcd658,1
5379,30fcd658,1
5402,314025df,1
5403,314025df,1
5426,3163d2d6,1
5427,3163d2d6,1
5450,3167921b,1
5451,3167921b,1
5474,316b775d,1
5475,316b775d,1
5498,317861d1,1
5499,317861d1,1
5522,31cb93d6,1
5523,31cb93d6,1
5546,31d3a869,1
5547,31d3a869,1
5570,31ff006f,1
5571,31ff006f,1
5594,32546fa0,1
5595,32546fa0,1
5618,32d00d9e,1
5619,32d00d9e,1
5642,32e57e93,1
5643,32e57e93,1
5666,331652fd,1
5667,331652fd,1
5690,3399242d,1
5691,3399242d,1
5714,33c4a4d8,1
5715,33c4a4d8,1
5738,33c704f0,1
5739,33c704f0,1
5762,33d60a71,1
5763,33d60a71,1
5786,34049ffb,1
5787,34049ffb,1
5810,3411cc89,1
5811,3411cc89,1
5834,341aab49,1
5835,341aab49,1
5858,3434fac9,1
5859,3434fac9,1
5882,34607244,1
5883,34607244,1
5906,3524c5de,1
5907,3524c5de,1
5930,357adb76,1
5931,357adb76,1
5954,35e67e33,1
5955,35e67e33,1
5978,367bc92c,1
5979,367bc92c,1
6002,369b577d,1
6003,369b577d,1
6026,36bb6861,1
6027,36bb6861,1
6050,36d03fb3,1
6051,36d03fb3,1
6074,36dc0542,1
6075,36dc0542,1
6098,36ea0203,1
6099,36ea0203,1
6122,36f29089,1
6123,36f29089,1
6146,3773ee87,1
6147,3773ee87,1
6170,3779bcee,1
6171,3779bcee,1
6194,3795231b,1
6195,3795231b,1
6218,37a66587,1
6219,37a66587,1
6242,380d96a5,1
6243,380d96a5,1
6266,38118e4f,1
6267,38118e4f,1
6290,38e926b9,1
6291,38e926b9,1
6314,3914f382,1
6315,3914f382,1
6338,391fa553,1
6339,391fa553,1
6362,3965ad40,1
6363,3965ad40,1
6386,39692edf,1
6387,39692edf,1
6410,396d2d93,1
6411,396d2d93,1
6434,3a019b49,1
6435,3a019b49,1
6458,3a38b65d,1
6459,3a38b65d,1
6482,3a75c69e,1
6483,3a75c69e,1
6506,3abc0182,1
6507,3abc0182,1
6530,3abcf82c,1
6531,3abcf82c,1
6554,3b1b1959,1
6555,3b1b1959,1
6578,3b495c98,1
6579,3b495c98,1
6602,3b648bb6,1
6603,3b648bb6,1
6626,3bba4700,1
6627,3bba4700,1
6650,3c1aa99c,1
6651,3c1aa99c,1
6674,3c24134f,1
6675,3c24134f,1
6698,3c35267d,1
6699,3c35267d,1
6722,3c664fb2,1
6723,3c664fb2,1
6746,3ca51334,1
6747,3ca51334,1
6770,3cb34d3e,1
6771,3cb34d3e,1
6794,3d83c7cf,1
6795,3d83c7cf,1
6818,3d92ead9,1
6819,3d92ead9,1
6842,3dadddf4,1
6843,3dadddf4,1
6866,3df541d5,1
6867,3df541d5,1
6890,3e398cfe,1
6891,3e398cfe,1
6914,3e4eba43,1
6915,3e4eba43,1
6938,3e59e4c2,1
6939,3e59e4c2,1
6962,3e773f07,1
6963,3e773f07,1
6986,3eb6d001,1
6987,3eb6d001,1
7010,3ee0afc1,1
7011,3ee0afc1,1
7034,3ee15830,1
7035,3ee15830,1
7058,3f106ab9,1
7059,3f106ab9,1
7082,3f56d3a1,1
7083,3f56d3a1,1
7106,3f639fed,1
7107,3f639fed,1
7130,3f7440eb,1
7131,3f7440eb,1
7154,3f94ce9d,1
7155,3f94ce9d,1
7178,3fabee22,1
7179,3fabee22,1
7202,3fbc9084,1
7203,3fbc9084,1
7226,401b6970,1
7227,401b6970,1
7250,4045c33d,1
7251,4045c33d,1
7274,4058e7ff,1
7275,4058e7ff,1
7298,406cbaf4,1
7299,406cbaf4,1
7322,40b50fd1,1
7323,40b50fd1,1
7346,40b6128d,1
7347,40b6128d,1
7370,40d80a04,1
7371,40d80a04,1
7394,40dc5dcc,1
7395,40dc5dcc,1
7418,40f6838d,1
7419,40f6838d,1
7442,41341ab4,1
7443,41341ab4,1
7466,4140386a,1
7467,4140386a,1
7490,414a1956,1
7491,414a1956,1
7514,417cf113,1
7515,417cf113,1
7538,41c29144,1
7539,41c29144,1
7562,41ccaa73,1
7563,41ccaa73,1
7586,4209a502,1
7587,4209a502,1
7610,42138c5e,1
7611,42138c5e,1
7634,42252aa2,1
7635,42252aa2,1
7658,4236bb10,1
7659,4236bb10,1
7682,42a52fa9,1
7683,42a52fa9,1
7706,42a8a441,1
7707,42a8a441,1
7730,42b5ac06,1
7731,42b5ac06,1
7754,42bd8067,1
7755,42bd8067,1
7778,42d10eb5,1
7779,42d10eb5,1
7802,4301391f,1
7803,4301391f,1
7826,43228b93,1
7827,43228b93,1
7850,43481cbb,1
7851,43481cbb,1
7874,436c7c16,1
7875,436c7c16,1
7898,439b9ac9,1
7899,439b9ac9,1
7922,441d0238,1
7923,441d0238,1
7946,44488db9,1
7947,44488db9,1
7970,44bdcbcc,1
7971,44bdcbcc,1
7994,44d3d930,1
7995,44d3d930,1
8018,44d6ea56,1
8019,44d6ea56,1
8042,45fb7068,1
8043,45fb7068,1
8066,460a7643,1
8067,460a7643,1
8090,4618c2da,1
8091,4618c2da,1
8114,4668bfe6,1
8115,4668bfe6,1
8138,468f17b8,1
8139,468f17b8,1
8162,46aacb73,1
8163,46aacb73,1
8186,46c47554,1
8187,46c47554,1
8210,46ca4055,1
8211,46ca4055,1
8234,46e3b829,1
8235,46e3b829,1
8258,470864c8,1
8259,470864c8,1
8282,4710730c,1
8283,4710730c,1
8306,477c3997,1
8307,477c3997,1
8330,479938e1,1
8331,479938e1,1
8354,47c17292,1
8355,47c17292,1
8378,47e90bb4,1
8379,47e90bb4,1
8402,4803a402,1
8403,4803a402,1
8426,4811bd19,1
8427,4811bd19,1
8450,482fbb62,1
8451,482fbb62,1
8474,486c3ad0,1
8475,486c3ad0,1
8498,48749d89,1
8499,48749d89,1
8522,4883fda1,1
8523,4883fda1,1
8546,488fd059,1
8547,488fd059,1
8570,48c13286,1
8571,48c13286,1
8594,48dcaf51,1
8595,48dcaf51,1
8618,4951bfd3,1
8619,4951bfd3,1
8642,49902696,1
8643,49902696,1
8666,49c61083,1
8667,49c61083,1
8690,49ca058e,1
8691,49ca058e,1
8714,49ef2836,1
8715,49ef2836,1
8738,4a2a76f7,1
8739,4a2a76f7,1
8762,4a374c1a,1
8763,4a374c1a,1
8786,4a89a571,1
8787,4a89a571,1
8810,4ae8ba78,1
8811,4ae8ba78,1
8834,4afe30d7,1
8835,4afe30d7,1
8858,4b159655,1
8859,4b159655,1
8882,4b8d1dfd,1
8883,4b8d1dfd,1
8906,4bc9f13e,1
8907,4bc9f13e,1
8930,4bd91a9a,1
8931,4bd91a9a,1
8954,4c01fb8e,1
8955,4c01fb8e,1
8978,4c05ae93,1
8979,4c05ae93,1
9002,4c268cf7,1
9003,4c268cf7,1
9026,4c6887b8,1
9027,4c6887b8,1
9050,4c68eadb,1
9051,4c68eadb,1
9074,4cb57ce4,1
9075,4cb57ce4,1
9098,4cfa5146,1
9099,4cfa5146,1
9122,4d56fd82,1
9123,4d56fd82,1
9146,4d7400b5,1
9147,4d7400b5,1
