,chipid,month
6,0060c0a5,3
7,0060c0a5,3
30,00e6b793,3
31,00e6b793,3
54,00fd0698,3
55,00fd0698,3
78,010966cb,3
79,010966cb,3
102,017f206b,3
103,017f206b,3
126,01b0ad1c,3
127,01b0ad1c,3
150,01f7f810,3
151,01f7f810,3
174,023f5e10,3
175,023f5e10,3
198,02613007,3
199,02613007,3
222,02763d7a,3
223,02763d7a,3
246,027a4ff4,3
247,027a4ff4,3
270,0287b450,3
271,0287b450,3
294,02a7f72f,3
295,02a7f72f,3
318,02c460be,3
319,02c460be,3
342,031fd0f5,3
343,031fd0f5,3
366,03419529,3
367,03419529,3
390,036d94c9,3
391,036d94c9,3
414,03bf29fa,3
415,03bf29fa,3
438,03e506af,3
439,03e506af,3
462,03f9e229,3
463,03f9e229,3
486,043d8d0c,3
487,043d8d0c,3
510,04a6a767,3
511,04a6a767,3
534,04b380c7,3
535,04b380c7,3
558,04d55e6a,3
559,04d55e6a,3
582,04dbc732,3
583,04dbc732,3
606,04debe47,3
607,04debe47,3
630,056224a2,3
631,056224a2,3
654,05e52522,3
655,05e52522,3
678,06212e56,3
679,06212e56,3
702,0636b264,3
703,0636b264,3
726,0651d43e,3
727,0651d43e,3
750,0658093b,3
751,0658093b,3
774,06e891e5,3
775,06e891e5,3
798,07a084ca,3
799,07a084ca,3
822,07e3ec27,3
823,07e3ec27,3
846,08084efe,3
847,08084efe,3
870,0823f904,3
871,0823f904,3
894,083f0dfb,3
895,083f0dfb,3
918,08c83160,3
919,08c83160,3
942,08ecfd3c,3
943,08ecfd3c,3
966,092ce360,3
967,092ce360,3
990,0950a3da,3
991,0950a3da,3
1014,0964800b,3
1015,0964800b,3
1038,0980ecf3,3
1039,0980ecf3,3
1062,09914ef8,3
1063,09914ef8,3
1086,0a04e5c1,3
1087,0a04e5c1,3
1110,0a073fe4,3
1111,0a073fe4,3
1134,0aa21699,3
1135,0aa21699,3
1158,0ad475a1,3
1159,0ad475a1,3
1182,0b255824,3
1183,0b255824,3
1206,0b8d5875,3
1207,0b8d5875,3
1230,0baa5577,3
1231,0baa5577,3
1254,0bf069c3,3
1255,0bf069c3,3
1278,0c19b4a5,3
1279,0c19b4a5,3
1302,0c4a3582,3
1303,0c4a3582,3
1326,0ca16dfd,3
1327,0ca16dfd,3
1350,0ca69c96,3
1351,0ca69c96,3
1374,0d0be2c8,3
1375,0d0be2c8,3
1398,0d226508,3
1399,0d226508,3
1422,0d29f58c,3
1423,0d29f58c,3
1446,0d2b5776,3
1447,0d2b5776,3
1470,0d710330,3
1471,0d710330,3
1494,0d820bc7,3
1495,0d820bc7,3
1518,0d90aa12,3
1519,0d90aa12,3
1542,0ddd95d2,3
1543,0ddd95d2,3
1566,0e081ce3,3
1567,0e081ce3,3
1590,0e6cd7a8,3
1591,0e6cd7a8,3
1614,0efa5c94,3
1615,0efa5c94,3
1638,0f5d3266,3
1639,0f5d3266,3
1662,0f705e95,3
1663,0f705e95,3
1686,0fcf82e4,3
1687,0fcf82e4,3
1710,0fd2954e,3
1711,0fd2954e,3
1734,10148836,3
1735,10148836,3
1758,10429d71,3
1759,10429d71,3
1782,10519639,3
1783,10519639,3
1806,109117ef,3
1807,109117ef,3
1830,109560c3,3
1831,109560c3,3
1854,10bca2b9,3
1855,10bca2b9,3
1878,115ff5d8,3
1879,115ff5d8,3
1902,11684502,3
1903,11684502,3
1926,116e9d64,3
1927,116e9d64,3
1950,11c945aa,3
1951,11c945aa,3
1974,121f6463,3
1975,121f6463,3
1998,122ef21e,3
1999,122ef21e,3
2022,123067b1,3
2023,123067b1,3
2046,1291713b,3
2047,1291713b,3
2070,13263137,3
2071,13263137,3
2094,13a24a0e,3
2095,13a24a0e,3
2118,1417b0a6,3
2119,1417b0a6,3
2142,146c7d5c,3
2143,146c7d5c,3
2166,147c9028,3
2167,147c9028,3
2190,14888ef2,3
2191,14888ef2,3
2214,149f144d,3
2215,149f144d,3
2238,14ba8aab,3
2239,14ba8aab,3
2262,14cf1ec4,3
2263,14cf1ec4,3
2286,14d3b92b,3
2287,14d3b92b,3
2310,14db0101,3
2311,14db0101,3
2334,150299cf,3
2335,150299cf,3
2358,151cf430,3
2359,151cf430,3
2382,1567ab76,3
2383,1567ab76,3
2406,15f686c8,3
2407,15f686c8,3
2430,162bdc23,3
2431,162bdc23,3
2454,168d2687,3
2455,168d2687,3
2478,1693843f,3
2479,1693843f,3
2502,1693bbe7,3
2503,1693bbe7,3
2526,16b80308,3
2527,16b80308,3
2550,17912870,3
2551,17912870,3
2574,180eef35,3
2575,180eef35,3
2598,1820f58c,3
2599,1820f58c,3
2622,18595b6b,3
2623,18595b6b,3
2646,188772ab,3
2647,188772ab,3
2670,190974c2,3
2671,190974c2,3
2694,19ae04fe,3
2695,19ae04fe,3
2718,19bdd036,3
2719,19bdd036,3
2742,19ccf803,3
2743,19ccf803,3
2766,19e5e877,3
2767,19e5e877,3
2790,19ea29be,3
2791,19ea29be,3
2814,1a00c008,3
2815,1a00c008,3
2838,1a8b952f,3
2839,1a8b952f,3
2862,1b9a4249,3
2863,1b9a4249,3
2886,1bed1748,3
2887,1bed1748,3
2910,1c9623a5,3
2911,1c9623a5,3
2934,1cd6323f,3
2935,1cd6323f,3
2958,1d0dea6d,3
2959,1d0dea6d,3
2982,1d14bdf1,3
2983,1d14bdf1,3
3006,1d4a14a9,3
3007,1d4a14a9,3
3030,1d67d611,3
3031,1d67d611,3
3054,1d98f768,3
3055,1d98f768,3
3078,1d9b9f68,3
3079,1d9b9f68,3
3102,1dc400fb,3
3103,1dc400fb,3
3126,1df6d645,3
3127,1df6d645,3
3150,1e9c4780,3
3151,1e9c4780,3
3174,1f01c926,3
3175,1f01c926,3
3198,1f133781,3
3199,1f133781,3
3222,1f5dedeb,3
3223,1f5dedeb,3
3246,1f9eb218,3
3247,1f9eb218,3
3270,202f0b2d,3
3271,202f0b2d,3
3294,20521c9e,3
3295,20521c9e,3
3318,20df6245,3
3319,20df6245,3
3342,210fba90,3
3343,210fba90,3
3366,214f24fa,3
3367,214f24fa,3
3390,218e148e,3
3391,218e148e,3
3414,21cfd61f,3
3415,21cfd61f,3
3438,2257154d,3
3439,2257154d,3
3462,225d3efe,3
3463,225d3efe,3
3486,225f0445,3
3487,225f0445,3
3510,22624011,3
3511,22624011,3
3534,231022fc,3
3535,231022fc,3
3558,23159416,3
3559,23159416,3
3582,2345e099,3
3583,2345e099,3
3606,23522c63,3
3607,23522c63,3
3630,239e325b,3
3631,239e325b,3
3654,23e1f93f,3
3655,23e1f93f,3
3678,24177c3f,3
3679,24177c3f,3
3702,24478cc7,3
3703,24478cc7,3
3726,24a4769c,3
3727,24a4769c,3
3750,24eb6b8c,3
3751,24eb6b8c,3
3774,24f6e665,3
3775,24f6e665,3
3798,25420997,3
3799,25420997,3
3822,254ec31f,3
3823,254ec31f,3
3846,2578965b,3
3847,2578965b,3
3870,2586d767,3
3871,2586d767,3
3894,2586fc66,3
3895,2586fc66,3
3918,25e8a6f7,3
3919,25e8a6f7,3
3942,25fd4e5d,3
3943,25fd4e5d,3
3966,2637f129,3
3967,2637f129,3
3990,26622ebc,3
3991,26622ebc,3
4014,26ddd09d,3
4015,26ddd09d,3
4038,26ea6cd0,3
4039,26ea6cd0,3
4062,26ede19f,3
4063,26ede19f,3
4086,27194589,3
4087,27194589,3
4110,271a5d14,3
4111,271a5d14,3
4134,27c33457,3
4135,27c33457,3
4158,2844f6c1,3
4159,2844f6c1,3
4182,284543b9,3
4183,284543b9,3
4206,28465227,3
4207,28465227,3
4230,2854a358,3
4231,2854a358,3
4254,285e7d45,3
4255,285e7d45,3
4278,288afc34,3
4279,288afc34,3
4302,28903853,3
4303,28903853,3
4326,28bb5e3d,3
4327,28bb5e3d,3
4350,28c31c55,3
4351,28c31c55,3
4374,28e70767,3
4375,28e70767,3
4398,2900760f,3
4399,2900760f,3
4422,2920bdda,3
4423,2920bdda,3
4446,2961708f,3
4447,2961708f,3
4470,299262ac,3
4471,299262ac,3
4494,29a13c5e,3
4495,29a13c5e,3
4518,29cb8836,3
4519,29cb8836,3
4542,29f826ca,3
4543,29f826ca,3
4566,2a00a2fd,3
4567,2a00a2fd,3
4590,2a0ab392,3
4591,2a0ab392,3
4614,2a40bec3,3
4615,2a40bec3,3
4638,2a4cf978,3
4639,2a4cf978,3
4662,2a771ac4,3
4663,2a771ac4,3
4686,2aafc560,3
4687,2aafc560,3
4710,2ad67853,3
4711,2ad67853,3
4734,2af799d0,3
4735,2af799d0,3
4758,2b771eb1,3
4759,2b771eb1,3
4782,2b7c572c,3
4783,2b7c572c,3
4806,2bb9250c,3
4807,2bb9250c,3
4830,2bc802f6,3
4831,2bc802f6,3
4854,2beb2a9d,3
4855,2beb2a9d,3
4878,2c0df8ed,3
4879,2c0df8ed,3
4902,2c1d11dd,3
4903,2c1d11dd,3
4926,2c1e31f8,3
4927,2c1e31f8,3
4950,2c4cd182,3
4951,2c4cd182,3
4974,2d5826ca,3
4975,2d5826ca,3
4998,2d715f00,3
4999,2d715f00,3
5022,2e05b510,3
5023,2e05b510,3
5046,2e6515e2,3
5047,2e6515e2,3
5070,2ea02c81,3
5071,2ea02c81,3
5094,2ec1844e,3
5095,2ec1844e,3
5118,2ee180d8,3
