,chipid,month
16,0060c0a5,8
17,0060c0a5,8
40,00e6b793,8
41,00e6b793,8
64,00fd0698,8
65,00fd0698,8
88,010966cb,8
89,010966cb,8
112,017f206b,8
113,017f206b,8
136,01b0ad1c,8
137,01b0ad1c,8
160,01f7f810,8
161,01f7f810,8
184,023f5e10,8
185,023f5e10,8
208,02613007,8
209,02613007,8
232,02763d7a,8
233,02763d7a,8
256,027a4ff4,8
257,027a4ff4,8
280,0287b450,8
281,0287b450,8
304,02a7f72f,8
305,02a7f72f,8
328,02c460be,8
329,02c460be,8
352,031fd0f5,8
353,031fd0f5,8
376,03419529,8
377,03419529,8
400,036d94c9,8
401,036d94c9,8
424,03bf29fa,8
425,03bf29fa,8
448,03e506af,8
449,03e506af,8
472,03f9e229,8
473,03f9e229,8
496,043d8d0c,8
497,043d8d0c,8
520,04a6a767,8
521,04a6a767,8
544,04b380c7,8
545,04b380c7,8
568,04d55e6a,8
569,04d55e6a,8
592,04dbc732,8
593,04dbc732,8
616,04debe47,8
617,04debe47,8
640,056224a2,8
641,056224a2,8
664,05e52522,8
665,05e52522,8
688,06212e56,8
689,06212e56,8
712,0636b264,8
713,0636b264,8
736,0651d43e,8
737,0651d43e,8
760,0658093b,8
761,0658093b,8
784,06e891e5,8
785,06e891e5,8
808,07a084ca,8
809,07a084ca,8
832,07e3ec27,8
833,07e3ec27,8
856,08084efe,8
857,08084efe,8
880,0823f904,8
881,0823f904,8
904,083f0dfb,8
905,083f0dfb,8
928,08c83160,8
929,08c83160,8
952,08ecfd3c,8
953,08ecfd3c,8
976,092ce360,8
977,092ce360,8
1000,0950a3da,8
1001,0950a3da,8
1024,0964800b,8
1025,0964800b,8
1048,0980ecf3,8
1049,0980ecf3,8
1072,09914ef8,8
1073,09914ef8,8
1096,0a04e5c1,8
1097,0a04e5c1,8
1120,0a073fe4,8
1121,0a073fe4,8
1144,0aa21699,8
1145,0aa21699,8
1168,0ad475a1,8
1169,0ad475a1,8
1192,0b255824,8
1193,0b255824,8
1216,0b8d5875,8
1217,0b8d5875,8
1240,0baa5577,8
1241,0baa5577,8
1264,0bf069c3,8
1265,0bf069c3,8
1288,0c19b4a5,8
1289,0c19b4a5,8
1312,0c4a3582,8
1313,0c4a3582,8
1336,0ca16dfd,8
1337,0ca16dfd,8
1360,0ca69c96,8
1361,0ca69c96,8
1384,0d0be2c8,8
1385,0d0be2c8,8
1408,0d226508,8
1409,0d226508,8
1432,0d29f58c,8
1433,0d29f58c,8
1456,0d2b5776,8
1457,0d2b5776,8
1480,0d710330,8
1481,0d710330,8
1504,0d820bc7,8
1505,0d820bc7,8
1528,0d90aa12,8
1529,0d90aa12,8
1552,0ddd95d2,8
1553,0ddd95d2,8
1576,0e081ce3,8
1577,0e081ce3,8
1600,0e6cd7a8,8
1601,0e6cd7a8,8
1624,0efa5c94,8
1625,0efa5c94,8
1648,0f5d3266,8
1649,0f5d3266,8
1672,0f705e95,8
1673,0f705e95,8
1696,0fcf82e4,8
1697,0fcf82e4,8
1720,0fd2954e,8
1721,0fd2954e,8
1744,10148836,8
1745,10148836,8
1768,10429d71,8
1769,10429d71,8
1792,10519639,8
1793,10519639,8
1816,109117ef,8
1817,109117ef,8
1840,109560c3,8
1841,109560c3,8
1864,10bca2b9,8
1865,10bca2b9,8
1888,115ff5d8,8
1889,115ff5d8,8
1912,11684502,8
1913,11684502,8
1936,116e9d64,8
1937,116e9d64,8
1960,11c945aa,8
1961,11c945aa,8
1984,121f6463,8
1985,121f6463,8
2008,122ef21e,8
2009,122ef21e,8
2032,123067b1,8
2033,123067b1,8
2056,1291713b,8
2057,1291713b,8
2080,13263137,8
2081,13263137,8
2104,13a24a0e,8
2105,13a24a0e,8
2128,1417b0a6,8
2129,1417b0a6,8
2152,146c7d5c,8
2153,146c7d5c,8
2176,147c9028,8
2177,147c9028,8
2200,14888ef2,8
2201,14888ef2,8
2224,149f144d,8
2225,149f144d,8
2248,14ba8aab,8
2249,14ba8aab,8
2272,14cf1ec4,8
2273,14cf1ec4,8
2296,14d3b92b,8
2297,14d3b92b,8
2320,14db0101,8
2321,14db0101,8
2344,150299cf,8
2345,150299cf,8
2368,151cf430,8
2369,151cf430,8
2392,1567ab76,8
2393,1567ab76,8
2416,15f686c8,8
2417,15f686c8,8
2440,162bdc23,8
2441,162bdc23,8
2464,168d2687,8
2465,168d2687,8
2488,1693843f,8
2489,1693843f,8
2512,1693bbe7,8
2513,1693bbe7,8
2536,16b80308,8
2537,16b80308,8
2560,17912870,8
2561,17912870,8
2584,180eef35,8
2585,180eef35,8
2608,1820f58c,8
2609,1820f58c,8
2632,18595b6b,8
2633,18595b6b,8
2656,188772ab,8
2657,188772ab,8
2680,190974c2,8
2681,190974c2,8
2704,19ae04fe,8
2705,19ae04fe,8
2728,19bdd036,8
2729,19bdd036,8
2752,19ccf803,8
2753,19ccf803,8
2776,19e5e877,8
2777,19e5e877,8
2800,19ea29be,8
2801,19ea29be,8
2824,1a00c008,8
2825,1a00c008,8
2848,1a8b952f,8
2849,1a8b952f,8
2872,1b9a4249,8
2873,1b9a4249,8
2896,1bed1748,8
2897,1bed1748,8
2920,1c9623a5,8
2921,1c9623a5,8
2944,1cd6323f,8
2945,1cd6323f,8
2968,1d0dea6d,8
2969,1d0dea6d,8
2992,1d14bdf1,8
2993,1d14bdf1,8
3016,1d4a14a9,8
3017,1d4a14a9,8
3040,1d67d611,8
3041,1d67d611,8
3064,1d98f768,8
3065,1d98f768,8
3088,1d9b9f68,8
3089,1d9b9f68,8
3112,1dc400fb,8
3113,1dc400fb,8
3136,1df6d645,8
3137,1df6d645,8
3160,1e9c4780,8
3161,1e9c4780,8
3184,1f01c926,8
3185,1f01c926,8
3208,1f133781,8
3209,1f133781,8
3232,1f5dedeb,8
3233,1f5dedeb,8
3256,1f9eb218,8
3257,1f9eb218,8
3280,202f0b2d,8
3281,202f0b2d,8
3304,20521c9e,8
3305,20521c9e,8
3328,20df6245,8
3329,20df6245,8
3352,210fba90,8
3353,210fba90,8
3376,214f24fa,8
3377,214f24fa,8
3400,218e148e,8
3401,218e148e,8
3424,21cfd61f,8
3425,21cfd61f,8
3448,2257154d,8
3449,2257154d,8
3472,225d3efe,8
3473,225d3efe,8
3496,225f0445,8
3497,225f0445,8
3520,22624011,8
3521,22624011,8
3544,231022fc,8
3545,231022fc,8
3568,23159416,8
3569,23159416,8
3592,2345e099,8
3593,2345e099,8
3616,23522c63,8
3617,23522c63,8
3640,239e325b,8
3641,239e325b,8
3664,23e1f93f,8
3665,23e1f93f,8
3688,24177c3f,8
3689,24177c3f,8
3712,24478cc7,8
3713,24478cc7,8
3736,24a4769c,8
3737,24a4769c,8
3760,24eb6b8c,8
3761,24eb6b8c,8
3784,24f6e665,8
3785,24f6e665,8
3808,25420997,8
3809,25420997,8
3832,254ec31f,8
3833,254ec31f,8
3856,2578965b,8
3857,2578965b,8
3880,2586d767,8
3881,2586d767,8
3904,2586fc66,8
3905,2586fc66,8
3928,25e8a6f7,8
3929,25e8a6f7,8
3952,25fd4e5d,8
3953,25fd4e5d,8
3976,2637f129,8
3977,2637f129,8
4000,26622ebc,8
4001,26622ebc,8
4024,26ddd09d,8
4025,26ddd09d,8
4048,26ea6cd0,8
4049,26ea6cd0,8
4072,26ede19f,8
4073,26ede19f,8
4096,27194589,8
4097,27194589,8
4120,271a5d14,8
4121,271a5d14,8
4144,27c33457,8
4145,27c33457,8
4168,2844f6c1,8
4169,2844f6c1,8
4192,284543b9,8
4193,284543b9,8
4216,28465227,8
4217,28465227,8
4240,2854a358,8
4241,2854a358,8
4264,285e7d45,8
4265,285e7d45,8
4288,288afc34,8
4289,288afc34,8
4312,28903853,8
4313,28903853,8
4336,28bb5e3d,8
4337,28bb5e3d,8
4360,28c31c55,8
4361,28c31c55,8
4384,28e70767,8
4385,28e70767,8
4408,2900760f,8
4409,2900760f,8
4432,2920bdda,8
4433,2920bdda,8
4456,2961708f,8
4457,2961708f,8
4480,299262ac,8
4481,299262ac,8
4504,29a13c5e,8
4505,29a13c5e,8
4528,29cb8836,8
4529,29cb8836,8
4552,29f826ca,8
4553,29f826ca,8
4576,2a00a2fd,8
4577,2a00a2fd,8
4600,2a0ab392,8
4601,2a0ab392,8
4624,2a40bec3,8
4625,2a40bec3,8
4648,2a4cf978,8
4649,2a4cf978,8
4672,2a771ac4,8
4673,2a771ac4,8
4696,2aafc560,8
4697,2aafc560,8
