,chipid,month
14,0060c0a5,7
15,0060c0a5,7
38,00e6b793,7
39,00e6b793,7
62,00fd0698,7
63,00fd0698,7
86,010966cb,7
87,010966cb,7
110,017f206b,7
111,017f206b,7
134,01b0ad1c,7
135,01b0ad1c,7
158,01f7f810,7
159,01f7f810,7
182,023f5e10,7
183,023f5e10,7
206,02613007,7
207,02613007,7
230,02763d7a,7
231,02763d7a,7
254,027a4ff4,7
255,027a4ff4,7
278,0287b450,7
279,0287b450,7
302,02a7f72f,7
303,02a7f72f,7
326,02c460be,7
327,02c460be,7
350,031fd0f5,7
351,031fd0f5,7
374,03419529,7
375,03419529,7
398,036d94c9,7
399,036d94c9,7
422,03bf29fa,7
423,03bf29fa,7
446,03e506af,7
447,03e506af,7
470,03f9e229,7
471,03f9e229,7
494,043d8d0c,7
495,043d8d0c,7
518,04a6a767,7
519,04a6a767,7
542,04b380c7,7
543,04b380c7,7
566,04d55e6a,7
567,04d55e6a,7
590,04dbc732,7
591,04dbc732,7
614,04debe47,7
615,04debe47,7
638,056224a2,7
639,056224a2,7
662,05e52522,7
663,05e52522,7
686,06212e56,7
687,06212e56,7
710,0636b264,7
711,0636b264,7
734,0651d43e,7
735,0651d43e,7
758,0658093b,7
759,0658093b,7
782,06e891e5,7
783,06e891e5,7
806,07a084ca,7
807,07a084ca,7
830,07e3ec27,7
831,07e3ec27,7
854,08084efe,7
855,08084efe,7
878,0823f904,7
879,0823f904,7
902,083f0dfb,7
903,083f0dfb,7
926,08c83160,7
927,08c83160,7
950,08ecfd3c,7
951,08ecfd3c,7
974,092ce360,7
975,092ce360,7
998,0950a3da,7
999,0950a3da,7
1022,0964800b,7
1023,0964800b,7
1046,0980ecf3,7
1047,0980ecf3,7
1070,09914ef8,7
1071,09914ef8,7
1094,0a04e5c1,7
1095,0a04e5c1,7
1118,0a073fe4,7
1119,0a073fe4,7
1142,0aa21699,7
1143,0aa21699,7
1166,0ad475a1,7
1167,0ad475a1,7
1190,0b255824,7
1191,0b255824,7
1214,0b8d5875,7
1215,0b8d5875,7
1238,0baa5577,7
1239,0baa5577,7
1262,0bf069c3,7
1263,0bf069c3,7
1286,0c19b4a5,7
1287,0c19b4a5,7
1310,0c4a3582,7
1311,0c4a3582,7
1334,0ca16dfd,7
1335,0ca16dfd,7
1358,0ca69c96,7
1359,0ca69c96,7
1382,0d0be2c8,7
1383,0d0be2c8,7
1406,0d226508,7
1407,0d226508,7
1430,0d29f58c,7
1431,0d29f58c,7
1454,0d2b5776,7
1455,0d2b5776,7
1478,0d710330,7
1479,0d710330,7
1502,0d820bc7,7
1503,0d820bc7,7
1526,0d90aa12,7
1527,0d90aa12,7
1550,0ddd95d2,7
1551,0ddd95d2,7
1574,0e081ce3,7
1575,0e081ce3,7
1598,0e6cd7a8,7
1599,0e6cd7a8,7
1622,0efa5c94,7
1623,0efa5c94,7
1646,0f5d3266,7
1647,0f5d3266,7
1670,0f705e95,7
1671,0f705e95,7
1694,0fcf82e4,7
1695,0fcf82e4,7
1718,0fd2954e,7
1719,0fd2954e,7
1742,10148836,7
1743,10148836,7
1766,10429d71,7
1767,10429d71,7
1790,10519639,7
1791,10519639,7
1814,109117ef,7
1815,109117ef,7
1838,109560c3,7
1839,109560c3,7
1862,10bca2b9,7
1863,10bca2b9,7
1886,115ff5d8,7
1887,115ff5d8,7
1910,11684502,7
1911,11684502,7
1934,116e9d64,7
1935,116e9d64,7
1958,11c945aa,7
1959,11c945aa,7
1982,121f6463,7
1983,121f6463,7
2006,122ef21e,7
2007,122ef21e,7
2030,123067b1,7
2031,123067b1,7
2054,1291713b,7
2055,1291713b,7
2078,13263137,7
2079,13263137,7
2102,13a24a0e,7
2103,13a24a0e,7
2126,1417b0a6,7
2127,1417b0a6,7
2150,146c7d5c,7
2151,146c7d5c,7
2174,147c9028,7
2175,147c9028,7
2198,14888ef2,7
2199,14888ef2,7
2222,149f144d,7
2223,149f144d,7
2246,14ba8aab,7
2247,14ba8aab,7
2270,14cf1ec4,7
2271,14cf1ec4,7
2294,14d3b92b,7
2295,14d3b92b,7
2318,14db0101,7
2319,14db0101,7
2342,150299cf,7
2343,150299cf,7
2366,151cf430,7
2367,151cf430,7
2390,1567ab76,7
2391,1567ab76,7
2414,15f686c8,7
2415,15f686c8,7
2438,162bdc23,7
2439,162bdc23,7
2462,168d2687,7
2463,168d2687,7
2486,1693843f,7
2487,1693843f,7
2510,1693bbe7,7
2511,1693bbe7,7
2534,16b80308,7
2535,16b80308,7
2558,17912870,7
2559,17912870,7
2582,180eef35,7
2583,180eef35,7
2606,1820f58c,7
2607,1820f58c,7
2630,18595b6b,7
2631,18595b6b,7
2654,188772ab,7
2655,188772ab,7
2678,190974c2,7
2679,190974c2,7
2702,19ae04fe,7
2703,19ae04fe,7
2726,19bdd036,7
2727,19bdd036,7
2750,19ccf803,7
2751,19ccf803,7
2774,19e5e877,7
2775,19e5e877,7
2798,19ea29be,7
2799,19ea29be,7
2822,1a00c008,7
2823,1a00c008,7
2846,1a8b952f,7
2847,1a8b952f,7
2870,1b9a4249,7
2871,1b9a4249,7
2894,1bed1748,7
2895,1bed1748,7
2918,1c9623a5,7
2919,1c9623a5,7
2942,1cd6323f,7
2943,1cd6323f,7
2966,1d0dea6d,7
2967,1d0dea6d,7
2990,1d14bdf1,7
2991,1d14bdf1,7
3014,1d4a14a9,7
3015,1d4a14a9,7
3038,1d67d611,7
3039,1d67d611,7
3062,1d98f768,7
3063,1d98f768,7
3086,1d9b9f68,7
3087,1d9b9f68,7
3110,1dc400fb,7
3111,1dc400fb,7
3134,1df6d645,7
3135,1df6d645,7
3158,1e9c4780,7
3159,1e9c4780,7
3182,1f01c926,7
3183,1f01c926,7
3206,1f133781,7
3207,1f133781,7
3230,1f5dedeb,7
3231,1f5dedeb,7
3254,1f9eb218,7
3255,1f9eb218,7
3278,202f0b2d,7
3279,202f0b2d,7
3302,20521c9e,7
3303,20521c9e,7
3326,20df6245,7
3327,20df6245,7
3350,210fba90,7
3351,210fba90,7
3374,214f24fa,7
3375,214f24fa,7
3398,218e148e,7
3399,218e148e,7
3422,21cfd61f,7
3423,21cfd61f,7
3446,2257154d,7
3447,2257154d,7
3470,225d3efe,7
3471,225d3efe,7
3494,225f0445,7
3495,225f0445,7
3518,22624011,7
3519,22624011,7
3542,231022fc,7
3543,231022fc,7
3566,23159416,7
3567,23159416,7
3590,2345e099,7
3591,2345e099,7
3614,23522c63,7
3615,23522c63,7
3638,239e325b,7
3639,239e325b,7
3662,23e1f93f,7
3663,23e1f93f,7
3686,24177c3f,7
3687,24177c3f,7
3710,24478cc7,7
3711,24478cc7,7
3734,24a4769c,7
3735,24a4769c,7
3758,24eb6b8c,7
3759,24eb6b8c,7
3782,24f6e665,7
3783,24f6e665,7
3806,25420997,7
3807,25420997,7
3830,254ec31f,7
3831,254ec31f,7
3854,2578965b,7
3855,2578965b,7
3878,2586d767,7
3879,2586d767,7
3902,2586fc66,7
3903,2586fc66,7
3926,25e8a6f7,7
3927,25e8a6f7,7
3950,25fd4e5d,7
3951,25fd4e5d,7
3974,2637f129,7
3975,2637f129,7
3998,26622ebc,7
3999,26622ebc,7
4022,26ddd09d,7
4023,26ddd09d,7
4046,26ea6cd0,7
4047,26ea6cd0,7
4070,26ede19f,7
4071,26ede19f,7
4094,27194589,7
4095,27194589,7
4118,271a5d14,7
4119,271a5d14,7
4142,27c33457,7
4143,27c33457,7
4166,2844f6c1,7
4167,2844f6c1,7
4190,284543b9,7
4191,284543b9,7
4214,28465227,7
4215,28465227,7
4238,2854a358,7
4239,2854a358,7
4262,285e7d45,7
4263,285e7d45,7
4286,288afc34,7
4287,288afc34,7
4310,28903853,7
4311,28903853,7
4334,28bb5e3d,7
4335,28bb5e3d,7
4358,28c31c55,7
4359,28c31c55,7
4382,28e70767,7
4383,28e70767,7
4406,2900760f,7
4407,2900760f,7
4430,2920bdda,7
4431,2920bdda,7
4454,2961708f,7
4455,2961708f,7
4478,299262ac,7
4479,299262ac,7
4502,29a13c5e,7
4503,29a13c5e,7
4526,29cb8836,7
4527,29cb8836,7
4550,29f826ca,7
4551,29f826ca,7
4574,2a00a2fd,7
4575,2a00a2fd,7
4598,2a0ab392,7
4599,2a0ab392,7
4622,2a40bec3,7
4623,2a40bec3,7
4646,2a4cf978,7
4647,2a4cf978,7
4670,2a771ac4,7
4671,2a771ac4,7
4694,2aafc560,7
4695,2aafc560,7
4718,2ad67853,7
4719,2ad67853,7
4742,2af799d0,7
4743,2af799d0,7
4766,2b771eb1,7
4767,2b771eb1,7
4790,2b7c572c,7
4791,2b7c572c,7
4814,2bb9250c,7
4815,2bb9250c,7
4838,2bc802f6,7
4839,2bc802f6,7
4862,2beb2a9d,7
4863,2beb2a9d,7
4886,2c0df8ed,7
4887,2c0df8ed,7
4910,2c1d11dd,7
4911,2c1d11dd,7
4934,2c1e31f8,7
4935,2c1e31f8,7
4958,2c4cd182,7
4959,2c4cd182,7
4982,2d5826ca,7
4983,2d5826ca,7
5006,2d715f00,7
5007,2d715f00,7
5030,2e05b510,7
5031,2e05b510,7
5054,2e6515e2,7
5055,2e6515e2,7
5078,2ea02c81,7
5079,2ea02c81,7
5102,2ec1844e,7
5103,2ec1844e,7
5126,2ee180d8,7
5127,2ee180d8,7
5150,2f5131c6,7
5151,2f5131c6,7
5174,2fefdb4d,7
5175,2fefdb4d,7
5198,30380028,7
5199,30380028,7
5222,303f3f21,7
5223,303f3f21,7
5246,304a6fcc,7
5247,304a6fcc,7
5270,3054594a,7
5271,3054594a,7
5294,30617afb,7
5295,30617afb,7
5318,307fd254,7
5319,307fd254,7
5342,30858285,7
5343,30858285,7
5366,30995212,7
5367,30995212,7
5390,30fcd658,7
5391,30fcd658,7
5414,314025df,7
5415,314025df,7
5438,3163d2d6,7
5439,3163d2d6,7
5462,3167921b,7
5463,3167921b,7
5486,316b775d,7
5487,316b775d,7
5510,317861d1,7
5511,317861d1,7
5534,31cb93d6,7
5535,31cb93d6,7
5558,31d3a869,7
5559,31d3a869,7
5582,31ff006f,7
5583,31ff006f,7
5606,32546fa0,7
5607,32546fa0,7
5630,32d00d9e,7
5631,32d00d9e,7
5654,32e57e93,7
5655,32e57e93,7
5678,331652fd,7
5679,331652fd,7
5702,3399242d,7
5703,3399242d,7
5726,33c4a4d8,7
5727,33c4a4d8,7
5750,33c704f0,7
5751,33c704f0,7
5774,33d60a71,7
5775,33d60a71,7
5798,34049ffb,7
5799,34049ffb,7
5822,3411cc89,7
5823,3411cc89,7
5846,341aab49,7
5847,341aab49,7
5870,3434fac9,7
5871,3434fac9,7
5894,34607244,7
5895,34607244,7
5918,3524c5de,7
5919,3524c5de,7
5942,357adb76,7
5943,357adb76,7
5966,35e67e33,7
5967,35e67e33,7
5990,367bc92c,7
5991,367bc92c,7
6014,369b577d,7
6015,369b577d,7
6038,36bb6861,7
6039,36bb6861,7
6062,36d03fb3,7
6063,36d03fb3,7
6086,36dc0542,7
6087,36dc0542,7
6110,36ea0203,7
6111,36ea0203,7
6134,36f29089,7
6135,36f29089,7
6158,3773ee87,7
6159,3773ee87,7
6182,3779bcee,7
6183,3779bcee,7
6206,3795231b,7
6207,3795231b,7
6230,37a66587,7
6231,37a66587,7
6254,380d96a5,7
6255,380d96a5,7
6278,38118e4f,7
6279,38118e4f,7
6302,38e926b9,7
6303,38e926b9,7
6326,3914f382,7
6327,3914f382,7
6350,391fa553,7
6351,391fa553,7
6374,3965ad40,7
6375,3965ad40,7
6398,39692edf,7
6399,39692edf,7
6422,396d2d93,7
6423,396d2d93,7
6446,3a019b49,7
6447,3a019b49,7
6470,3a38b65d,7
6471,3a38b65d,7
6494,3a75c69e,7
6495,3a75c69e,7
6518,3abc0182,7
6519,3abc0182,7
6542,3abcf82c,7
6543,3abcf82c,7
6566,3b1b1959,7
6567,3b1b1959,7
6590,3b495c98,7
6591,3b495c98,7
6614,3b648bb6,7
6615,3b648bb6,7
6638,3bba4700,7
6639,3bba4700,7
6662,3c1aa99c,7
6663,3c1aa99c,7
6686,3c24134f,7
6687,3c24134f,7
6710,3c35267d,7
6711,3c35267d,7
6734,3c664fb2,7
6735,3c664fb2,7
6758,3ca51334,7
6759,3ca51334,7
6782,3cb34d3e,7
6783,3cb34d3e,7
6806,3d83c7cf,7
6807,3d83c7cf,7
6830,3d92ead9,7
6831,3d92ead9,7
6854,3dadddf4,7
6855,3dadddf4,7
6878,3df541d5,7
6879,3df541d5,7
6902,3e398cfe,7
6903,3e398cfe,7
6926,3e4eba43,7
6927,3e4eba43,7
6950,3e59e4c2,7
6951,3e59e4c2,7
6974,3e773f07,7
6975,3e773f07,7
6998,3eb6d001,7
6999,3eb6d001,7
7022,3ee0afc1,7
7023,3ee0afc1,7
7046,3ee15830,7
7047,3ee15830,7
7070,3f106ab9,7
7071,3f106ab9,7
7094,3f56d3a1,7
7095,3f56d3a1,7
7118,3f639fed,7
7119,3f639fed,7
7142,3f7440eb,7
7143,3f7440eb,7
7166,3f94ce9d,7
7167,3f94ce9d,7
7190,3fabee22,7
7191,3fabee22,7
7214,3fbc9084,7
7215,3fbc9084,7
7238,401b6970,7
7239,401b6970,7
7262,4045c33d,7
7263,4045c33d,7
7286,4058e7ff,7
7287,4058e7ff,7
7310,406cbaf4,7
7311,406cbaf4,7
7334,40b50fd1,7
7335,40b50fd1,7
7358,40b6128d,7
7359,40b6128d,7
7382,40d80a04,7
7383,40d80a04,7
7406,40dc5dcc,7
7407,40dc5dcc,7
7430,40f6838d,7
7431,40f6838d,7
7454,41341ab4,7
7455,41341ab4,7
7478,4140386a,7
7479,4140386a,7
7502,414a1956,7
7503,414a1956,7
7526,417cf113,7
7527,417cf113,7
7550,41c29144,7
7551,41c29144,7
7574,41ccaa73,7
7575,41ccaa73,7
7598,4209a502,7
7599,4209a502,7
7622,42138c5e,7
7623,42138c5e,7
7646,42252aa2,7
7647,42252aa2,7
7670,4236bb10,7
7671,4236bb10,7
7694,42a52fa9,7
7695,42a52fa9,7
7718,42a8a441,7
7719,42a8a441,7
7742,42b5ac06,7
7743,42b5ac06,7
7766,42bd8067,7
7767,42bd8067,7
7790,42d10eb5,7
7791,42d10eb5,7
7814,4301391f,7
7815,4301391f,7
7838,43228b93,7
7839,43228b93,7
7862,43481cbb,7
7863,43481cbb,7
7886,436c7c16,7
7887,436c7c16,7
7910,439b9ac9,7
7911,439b9ac9,7
7934,441d0238,7
7935,441d0238,7
7958,44488db9,7
7959,44488db9,7
7982,44bdcbcc,7
7983,44bdcbcc,7
8006,44d3d930,7
8007,44d3d930,7
8030,44d6ea56,7
8031,44d6ea56,7
8054,45fb7068,7
8055,45fb7068,7
8078,460a7643,7
8079,460a7643,7
8102,4618c2da,7
8103,4618c2da,7
8126,4668bfe6,7
8127,4668bfe6,7
8150,468f17b8,7
8151,468f17b8,7
8174,46aacb73,7
8175,46aacb73,7
8198,46c47554,7
8199,46c47554,7
8222,46ca4055,7
8223,46ca4055,7
8246,46e3b829,7
8247,46e3b829,7
8270,470864c8,7
8271,470864c8,7
8294,4710730c,7
8295,4710730c,7
8318,477c3997,7
8319,477c3997,7
8342,479938e1,7
8343,479938e1,7
8366,47c17292,7
8367,47c17292,7
