,chipid,month
5363,59b37278,11
5039,54964462,11
611,0b8d5875,11
4055,4618c2da,11
4871,51e245a8,11
4211,4803a402,11
1199,1567ab76,11
3203,39692edf,11
95,023f5e10,11
2483,2c4cd182,11
4547,4cb57ce4,11
2747,316b775d,11
851,0fcf82e4,11
4295,48c13286,11
5675,60805364,11
4139,470864c8,11
2291,2a00a2fd,11
4751,4f99566d,11
3443,3df541d5,11
1151,14d3b92b,11
5723,617b7fa2,11
2507,2d715f00,11
4979,537f2249,11
2987,35e67e33,11
4079,468f17b8,11
6035,67c23b64,11
4535,4c68eadb,11
4139,470864c8,11
4235,482fbb62,11
4883,5209306d,11
3011,369b577d,11
5375,5a00c0c2,11
5903,65e3f853,11
479,08ecfd3c,11
5255,57ae707d,11
2543,2ea02c81,11
1931,2578965b,11
2447,2c0df8ed,11
1439,1b9a4249,11
4403,4a89a571,11
683,0ca69c96,11
431,08084efe,11
4307,48dcaf51,11
5783,62ec80c0,11
2879,33c704f0,11
491,092ce360,11
2027,26ea6cd0,11
2435,2beb2a9d,11
4115,46ca4055,11
5111,55a14920,11
3971,441d0238,11
155,02a7f72f,11
3947,436c7c16,11
5891,64f70d75,11
1187,151cf430,11
5447,5acc7439,11
3443,3df541d5,11
1835,23e1f93f,11
3215,396d2d93,11
4235,482fbb62,11
4655,4efe5ed2,11
5735,61dc34a5,11
3803,4209a502,11
659,0c4a3582,11
4175,479938e1,11
5315,58fd9072,11
4103,46c47554,11
3239,3a38b65d,11
3119,37a66587,11
623,0baa5577,11
3275,3abcf82c,11
3047,36dc0542,11
2495,2d5826ca,11
647,0c19b4a5,11
2279,29f826ca,11
5447,5acc7439,11
3503,3eb6d001,11
2459,2c1d11dd,11
2507,2d715f00,11
431,08084efe,11
4007,44d3d930,11
2711,314025df,11
5723,617b7fa2,11
203,036d94c9,11
815,0efa5c94,11
5591,5ef62f01,11
623,0baa5577,11
635,0bf069c3,11
4427,4afe30d7,11
3779,41c29144,11
3227,3a019b49,11
827,0f5d3266,11
5795,6380be28,11
359,0636b264,11
5615,5f7e84f0,11
743,0d710330,11
3671,40b50fd1,11
1091,147c9028,11
1235,168d2687,11
2087,2844f6c1,11
