,chipid,month
5354,59b37278,2
5030,54964462,2
602,0b8d5875,2
4046,4618c2da,2
4862,51e245a8,2
4202,4803a402,2
1190,1567ab76,2
3194,39692edf,2
86,023f5e10,2
2474,2c4cd182,2
4538,4cb57ce4,2
2738,316b775d,2
842,0fcf82e4,2
4286,48c13286,2
5666,60805364,2
4130,470864c8,2
2282,2a00a2fd,2
4742,4f99566d,2
3434,3df541d5,2
1142,14d3b92b,2
5714,617b7fa2,2
2498,2d715f00,2
4970,537f2249,2
2978,35e67e33,2
4070,468f17b8,2
6026,67c23b64,2
4526,4c68eadb,2
4130,470864c8,2
4226,482fbb62,2
4874,5209306d,2
3002,369b577d,2
5366,5a00c0c2,2
5894,65e3f853,2
470,08ecfd3c,2
5246,57ae707d,2
2534,2ea02c81,2
1922,2578965b,2
2438,2c0df8ed,2
1430,1b9a4249,2
4394,4a89a571,2
674,0ca69c96,2
422,08084efe,2
4298,48dcaf51,2
5774,62ec80c0,2
2870,33c704f0,2
482,092ce360,2
2018,26ea6cd0,2
2426,2beb2a9d,2
4106,46ca4055,2
5102,55a14920,2
3962,441d0238,2
146,02a7f72f,2
3938,436c7c16,2
5882,64f70d75,2
1178,151cf430,2
5438,5acc7439,2
3434,3df541d5,2
1826,23e1f93f,2
3206,396d2d93,2
4226,482fbb62,2
4646,4efe5ed2,2
5726,61dc34a5,2
3794,4209a502,2
650,0c4a3582,2
4166,479938e1,2
5306,58fd9072,2
4094,46c47554,2
3230,3a38b65d,2
3110,37a66587,2
614,0baa5577,2
3266,3abcf82c,2
3038,36dc0542,2
2486,2d5826ca,2
638,0c19b4a5,2
2270,29f826ca,2
5438,5acc7439,2
3494,3eb6d001,2
2450,2c1d11dd,2
2498,2d715f00,2
422,08084efe,2
3998,44d3d930,2
2702,314025df,2
5714,617b7fa2,2
194,036d94c9,2
806,0efa5c94,2
5582,5ef62f01,2
614,0baa5577,2
626,0bf069c3,2
4418,4afe30d7,2
3770,41c29144,2
3218,3a019b49,2
818,0f5d3266,2
5786,6380be28,2
350,0636b264,2
5606,5f7e84f0,2
734,0d710330,2
3662,40b50fd1,2
1082,147c9028,2
1226,168d2687,2
2078,2844f6c1,2
