,chipid,month
5352,59b37278,0
5028,54964462,0
600,0b8d5875,0
4044,4618c2da,0
4860,51e245a8,0
4200,4803a402,0
1188,1567ab76,0
3192,39692edf,0
84,023f5e10,0
2472,2c4cd182,0
4536,4cb57ce4,0
2736,316b775d,0
840,0fcf82e4,0
4284,48c13286,0
5664,60805364,0
4128,470864c8,0
2280,2a00a2fd,0
4740,4f99566d,0
3432,3df541d5,0
1140,14d3b92b,0
5712,617b7fa2,0
2496,2d715f00,0
4968,537f2249,0
2976,35e67e33,0
4068,468f17b8,0
6024,67c23b64,0
4524,4c68eadb,0
4128,470864c8,0
4224,482fbb62,0
4872,5209306d,0
3000,369b577d,0
5364,5a00c0c2,0
5892,65e3f853,0
468,08ecfd3c,0
5244,57ae707d,0
2532,2ea02c81,0
1920,2578965b,0
2436,2c0df8ed,0
1428,1b9a4249,0
4392,4a89a571,0
672,0ca69c96,0
420,08084efe,0
4296,48dcaf51,0
5772,62ec80c0,0
2868,33c704f0,0
480,092ce360,0
2016,26ea6cd0,0
2424,2beb2a9d,0
4104,46ca4055,0
5100,55a14920,0
3960,441d0238,0
144,02a7f72f,0
3936,436c7c16,0
5880,64f70d75,0
1176,151cf430,0
5436,5acc7439,0
3432,3df541d5,0
1824,23e1f93f,0
3204,396d2d93,0
4224,482fbb62,0
4644,4efe5ed2,0
5724,61dc34a5,0
3792,4209a502,0
648,0c4a3582,0
4164,479938e1,0
5304,58fd9072,0
4092,46c47554,0
3228,3a38b65d,0
3108,37a66587,0
612,0baa5577,0
3264,3abcf82c,0
3036,36dc0542,0
2484,2d5826ca,0
636,0c19b4a5,0
2268,29f826ca,0
5436,5acc7439,0
3492,3eb6d001,0
2448,2c1d11dd,0
2496,2d715f00,0
420,08084efe,0
3996,44d3d930,0
2700,314025df,0
5712,617b7fa2,0
192,036d94c9,0
804,0efa5c94,0
5580,5ef62f01,0
612,0baa5577,0
624,0bf069c3,0
4416,4afe30d7,0
3768,41c29144,0
3216,3a019b49,0
816,0f5d3266,0
5784,6380be28,0
348,0636b264,0
5604,5f7e84f0,0
732,0d710330,0
3660,40b50fd1,0
1080,147c9028,0
1224,168d2687,0
2076,2844f6c1,0
