,chipid,month
5360,59b37278,8
5036,54964462,8
608,0b8d5875,8
4052,4618c2da,8
4868,51e245a8,8
4208,4803a402,8
1196,1567ab76,8
3200,39692edf,8
92,023f5e10,8
2480,2c4cd182,8
4544,4cb57ce4,8
2744,316b775d,8
848,0fcf82e4,8
4292,48c13286,8
5672,60805364,8
4136,470864c8,8
2288,2a00a2fd,8
4748,4f99566d,8
3440,3df541d5,8
1148,14d3b92b,8
5720,617b7fa2,8
2504,2d715f00,8
4976,537f2249,8
2984,35e67e33,8
4076,468f17b8,8
6032,67c23b64,8
4532,4c68eadb,8
4136,470864c8,8
4232,482fbb62,8
4880,5209306d,8
3008,369b577d,8
5372,5a00c0c2,8
5900,65e3f853,8
476,08ecfd3c,8
5252,57ae707d,8
2540,2ea02c81,8
1928,2578965b,8
2444,2c0df8ed,8
1436,1b9a4249,8
4400,4a89a571,8
680,0ca69c96,8
428,08084efe,8
4304,48dcaf51,8
5780,62ec80c0,8
2876,33c704f0,8
488,092ce360,8
2024,26ea6cd0,8
2432,2beb2a9d,8
4112,46ca4055,8
5108,55a14920,8
3968,441d0238,8
152,02a7f72f,8
3944,436c7c16,8
5888,64f70d75,8
1184,151cf430,8
5444,5acc7439,8
3440,3df541d5,8
1832,23e1f93f,8
3212,396d2d93,8
4232,482fbb62,8
4652,4efe5ed2,8
5732,61dc34a5,8
3800,4209a502,8
656,0c4a3582,8
4172,479938e1,8
5312,58fd9072,8
4100,46c47554,8
3236,3a38b65d,8
3116,37a66587,8
620,0baa5577,8
3272,3abcf82c,8
3044,36dc0542,8
2492,2d5826ca,8
644,0c19b4a5,8
2276,29f826ca,8
5444,5acc7439,8
3500,3eb6d001,8
2456,2c1d11dd,8
2504,2d715f00,8
428,08084efe,8
4004,44d3d930,8
2708,314025df,8
5720,617b7fa2,8
200,036d94c9,8
812,0efa5c94,8
5588,5ef62f01,8
620,0baa5577,8
632,0bf069c3,8
4424,4afe30d7,8
3776,41c29144,8
3224,3a019b49,8
824,0f5d3266,8
5792,6380be28,8
356,0636b264,8
5612,5f7e84f0,8
740,0d710330,8
3668,40b50fd1,8
1088,147c9028,8
1232,168d2687,8
2084,2844f6c1,8
