,chipid,month
5355,59b37278,3
5031,54964462,3
603,0b8d5875,3
4047,4618c2da,3
4863,51e245a8,3
4203,4803a402,3
1191,1567ab76,3
3195,39692edf,3
87,023f5e10,3
2475,2c4cd182,3
4539,4cb57ce4,3
2739,316b775d,3
843,0fcf82e4,3
4287,48c13286,3
5667,60805364,3
4131,470864c8,3
2283,2a00a2fd,3
4743,4f99566d,3
3435,3df541d5,3
1143,14d3b92b,3
5715,617b7fa2,3
2499,2d715f00,3
4971,537f2249,3
2979,35e67e33,3
4071,468f17b8,3
6027,67c23b64,3
4527,4c68eadb,3
4131,470864c8,3
4227,482fbb62,3
4875,5209306d,3
3003,369b577d,3
5367,5a00c0c2,3
5895,65e3f853,3
471,08ecfd3c,3
5247,57ae707d,3
2535,2ea02c81,3
1923,2578965b,3
2439,2c0df8ed,3
1431,1b9a4249,3
4395,4a89a571,3
675,0ca69c96,3
423,08084efe,3
4299,48dcaf51,3
5775,62ec80c0,3
2871,33c704f0,3
483,092ce360,3
2019,26ea6cd0,3
2427,2beb2a9d,3
4107,46ca4055,3
5103,55a14920,3
3963,441d0238,3
147,02a7f72f,3
3939,436c7c16,3
5883,64f70d75,3
1179,151cf430,3
5439,5acc7439,3
3435,3df541d5,3
1827,23e1f93f,3
3207,396d2d93,3
4227,482fbb62,3
4647,4efe5ed2,3
5727,61dc34a5,3
3795,4209a502,3
651,0c4a3582,3
4167,479938e1,3
5307,58fd9072,3
4095,46c47554,3
3231,3a38b65d,3
3111,37a66587,3
615,0baa5577,3
3267,3abcf82c,3
3039,36dc0542,3
2487,2d5826ca,3
639,0c19b4a5,3
2271,29f826ca,3
5439,5acc7439,3
3495,3eb6d001,3
2451,2c1d11dd,3
2499,2d715f00,3
423,08084efe,3
3999,44d3d930,3
2703,314025df,3
5715,617b7fa2,3
195,036d94c9,3
807,0efa5c94,3
5583,5ef62f01,3
615,0baa5577,3
627,0bf069c3,3
4419,4afe30d7,3
3771,41c29144,3
3219,3a019b49,3
819,0f5d3266,3
5787,6380be28,3
351,0636b264,3
5607,5f7e84f0,3
735,0d710330,3
3663,40b50fd1,3
1083,147c9028,3
1227,168d2687,3
2079,2844f6c1,3
