,chipid,month
5356,59b37278,4
5032,54964462,4
604,0b8d5875,4
4048,4618c2da,4
4864,51e245a8,4
4204,4803a402,4
1192,1567ab76,4
3196,39692edf,4
88,023f5e10,4
2476,2c4cd182,4
4540,4cb57ce4,4
2740,316b775d,4
844,0fcf82e4,4
4288,48c13286,4
5668,60805364,4
4132,470864c8,4
2284,2a00a2fd,4
4744,4f99566d,4
3436,3df541d5,4
1144,14d3b92b,4
5716,617b7fa2,4
2500,2d715f00,4
4972,537f2249,4
2980,35e67e33,4
4072,468f17b8,4
6028,67c23b64,4
4528,4c68eadb,4
4132,470864c8,4
4228,482fbb62,4
4876,5209306d,4
3004,369b577d,4
5368,5a00c0c2,4
5896,65e3f853,4
472,08ecfd3c,4
5248,57ae707d,4
2536,2ea02c81,4
1924,2578965b,4
2440,2c0df8ed,4
1432,1b9a4249,4
4396,4a89a571,4
676,0ca69c96,4
424,08084efe,4
4300,48dcaf51,4
5776,62ec80c0,4
2872,33c704f0,4
484,092ce360,4
2020,26ea6cd0,4
2428,2beb2a9d,4
4108,46ca4055,4
5104,55a14920,4
3964,441d0238,4
148,02a7f72f,4
3940,436c7c16,4
5884,64f70d75,4
1180,151cf430,4
5440,5acc7439,4
3436,3df541d5,4
1828,23e1f93f,4
3208,396d2d93,4
4228,482fbb62,4
4648,4efe5ed2,4
5728,61dc34a5,4
3796,4209a502,4
652,0c4a3582,4
4168,479938e1,4
5308,58fd9072,4
4096,46c47554,4
3232,3a38b65d,4
3112,37a66587,4
616,0baa5577,4
3268,3abcf82c,4
3040,36dc0542,4
2488,2d5826ca,4
640,0c19b4a5,4
2272,29f826ca,4
5440,5acc7439,4
3496,3eb6d001,4
2452,2c1d11dd,4
2500,2d715f00,4
424,08084efe,4
4000,44d3d930,4
2704,314025df,4
5716,617b7fa2,4
196,036d94c9,4
808,0efa5c94,4
5584,5ef62f01,4
616,0baa5577,4
628,0bf069c3,4
4420,4afe30d7,4
3772,41c29144,4
3220,3a019b49,4
820,0f5d3266,4
5788,6380be28,4
352,0636b264,4
5608,5f7e84f0,4
736,0d710330,4
3664,40b50fd1,4
1084,147c9028,4
1228,168d2687,4
2080,2844f6c1,4
