,chipid,month
5357,59b37278,5
5033,54964462,5
605,0b8d5875,5
4049,4618c2da,5
4865,51e245a8,5
4205,4803a402,5
1193,1567ab76,5
3197,39692edf,5
89,023f5e10,5
2477,2c4cd182,5
4541,4cb57ce4,5
2741,316b775d,5
845,0fcf82e4,5
4289,48c13286,5
5669,60805364,5
4133,470864c8,5
2285,2a00a2fd,5
4745,4f99566d,5
3437,3df541d5,5
1145,14d3b92b,5
5717,617b7fa2,5
2501,2d715f00,5
4973,537f2249,5
2981,35e67e33,5
4073,468f17b8,5
6029,67c23b64,5
4529,4c68eadb,5
4133,470864c8,5
4229,482fbb62,5
4877,5209306d,5
3005,369b577d,5
5369,5a00c0c2,5
5897,65e3f853,5
473,08ecfd3c,5
5249,57ae707d,5
2537,2ea02c81,5
1925,2578965b,5
2441,2c0df8ed,5
1433,1b9a4249,5
4397,4a89a571,5
677,0ca69c96,5
425,08084efe,5
4301,48dcaf51,5
5777,62ec80c0,5
2873,33c704f0,5
485,092ce360,5
2021,26ea6cd0,5
2429,2beb2a9d,5
4109,46ca4055,5
5105,55a14920,5
3965,441d0238,5
149,02a7f72f,5
3941,436c7c16,5
5885,64f70d75,5
1181,151cf430,5
5441,5acc7439,5
3437,3df541d5,5
1829,23e1f93f,5
3209,396d2d93,5
4229,482fbb62,5
4649,4efe5ed2,5
5729,61dc34a5,5
3797,4209a502,5
653,0c4a3582,5
4169,479938e1,5
5309,58fd9072,5
4097,46c47554,5
3233,3a38b65d,5
3113,37a66587,5
617,0baa5577,5
3269,3abcf82c,5
3041,36dc0542,5
2489,2d5826ca,5
641,0c19b4a5,5
2273,29f826ca,5
5441,5acc7439,5
3497,3eb6d001,5
2453,2c1d11dd,5
2501,2d715f00,5
425,08084efe,5
4001,44d3d930,5
2705,314025df,5
5717,617b7fa2,5
197,036d94c9,5
809,0efa5c94,5
5585,5ef62f01,5
617,0baa5577,5
629,0bf069c3,5
4421,4afe30d7,5
3773,41c29144,5
3221,3a019b49,5
821,0f5d3266,5
5789,6380be28,5
353,0636b264,5
5609,5f7e84f0,5
737,0d710330,5
3665,40b50fd1,5
1085,147c9028,5
1229,168d2687,5
2081,2844f6c1,5
